,Species,Country_of_Origin,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Category_One_Defects,Color,Category_Two_Defects,Certification_Body,altitude_mean_meters,Total_Cup_Points,Points_Tiers
769,Arabica,Taiwan,2014,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,0.11,0,Green,0,Blossom Valley International,1200.0,82.17,Good Specialty
770,Arabica,Taiwan,2012,Typica,Washed/Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,0.0,0,Green,0,Specialty Coffee Association,800.0,82.17,Good Specialty
771,Arabica,Colombia,2013,Caturra,Washed/Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,0.0,0,Bluish-Green,1,Almacafé,1750.0,82.17,Good Specialty
772,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.15,1,None,9,AMECAFE,1144.0,82.17,Good Specialty
773,Arabica,Guatemala,2012,Caturra,Washed/Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,0.12,0,None,2,Specialty Coffee Association,1350.0,82.17,Good Specialty
774,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,4,AMECAFE,1000.0,82.17,Good Specialty
775,Arabica,Mexico,2012,Typica,Washed/Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,0,Green,1,AMECAFE,1200.0,82.17,Good Specialty
779,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,0.11,0,Green,3,Brazil Specialty Coffee Association,894.0,82.08,Good Specialty
780,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,0.0,0,Green,1,Brazil Specialty Coffee Association,1.0,82.08,Good Specialty
781,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,0.0,0,Blue-Green,0,Specialty Coffee Association of Costa Rica,1300.0,82.08,Good Specialty
782,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed/Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,Green,5,Tanzanian Coffee Board,1500.0,82.08,Good Specialty
783,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,3,Africa Fine Coffee Association,1600.0,82.08,Good Specialty
785,Arabica,Costa Rica,2013,Caturra,Washed/Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,Green,2,Specialty Coffee Association of Costa Rica,13.0,82.08,Good Specialty
787,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,7,AMECAFE,1300.0,82.08,Good Specialty
788,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,0.13,3,Green,13,AMECAFE,1800.0,82.08,Good Specialty
789,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,11,AMECAFE,1250.0,82.08,Good Specialty
790,Arabica,Vietnam,2012,Other,Natural/Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,0.12,0,Green,2,Specialty Coffee Association,1040.0,82.08,Good Specialty
791,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,1,AMECAFE,1250.0,82.08,Good Specialty
794,Arabica,Honduras,2017,Caturra,Washed/Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,1,Instituto Hondureño del Café,1600.0,82.0,Good Specialty
795,Arabica,Honduras,2016,Caturra,Natural/Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,7,Instituto Hondureño del Café,1600.0,82.0,Good Specialty
796,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,3,Brazil Specialty Coffee Association,944.0,82.0,Good Specialty
797,Arabica,"Tanzania, United Republic Of",2015,Other,Washed/Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,20,Africa Fine Coffee Association,1650.0,82.0,Good Specialty
798,Arabica,Laos,2015,Other,Washed/Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,Blue-Green,0,Specialty Coffee Institute of Asia,1250.0,82.0,Good Specialty
799,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,0.12,0,Green,3,Africa Fine Coffee Association,1350.0,82.0,Good Specialty
800,Arabica,Malawi,2014,Gesha,Washed/Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,0.13,0,Bluish-Green,1,Africa Fine Coffee Association,2500.0,82.0,Good Specialty
801,Arabica,Taiwan,2013,Typica,Washed/Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,0.09,0,Green,0,Specialty Coffee Association,600.0,82.0,Good Specialty
803,Arabica,Costa Rica,2013,Catuai,Washed/Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,0.1,0,Green,4,Specialty Coffee Association of Costa Rica,1300.0,82.0,Good Specialty
804,Arabica,Honduras,2014,Caturra,Washed/Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,0.11,0,Green,5,Instituto Hondureño del Café,1400.0,82.0,Good Specialty
805,Arabica,Colombia,2013,Caturra,Washed/Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,0.11,0,Green,1,Almacafé,1900.0,82.0,Good Specialty
806,Arabica,Taiwan,2012,Typica,Washed/Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,0.12,0,Bluish-Green,0,Specialty Coffee Association,650.0,82.0,Good Specialty
807,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,0.11,0,Blue-Green,0,Specialty Coffee Association,1038.5,82.0,Good Specialty
808,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,1,AMECAFE,940.0,82.0,Good Specialty
809,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,0.12,0,Green,1,NUCOFFEE,1000.0,82.0,Good Specialty
810,Arabica,Brazil,2012,Catuai,Semi-washed/Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,Blue-Green,1,NUCOFFEE,1050.0,82.0,Good Specialty
812,Arabica,Brazil,2012,Mundo Novo,Semi-washed/Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,2,NUCOFFEE,950.0,82.0,Good Specialty
813,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,0.0,0,Green,10,Specialty Coffee Association,1402.08,82.0,Good Specialty
815,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,0.1,0,Green,1,Asociacion Nacional Del Café,1901.0,81.92,Good Specialty
816,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.11,0,Green,0,Asociacion Nacional Del Café,1219.2,81.92,Good Specialty
817,Arabica,Honduras,2017,Caturra,Washed/Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,Green,1,Instituto Hondureño del Café,1400.0,81.92,Good Specialty
818,Arabica,Brazil,2017,Catuai,Natural/Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.11,0,Green,4,Brazil Specialty Coffee Association,1020.0,81.92,Good Specialty
819,Arabica,El Salvador,2014,Bourbon,Washed/Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,0.11,0,Green,2,Salvadoran Coffee Council,1250.0,81.92,Good Specialty
820,Arabica,Guatemala,2015,Catuai,Washed/Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,0.11,0,Green,7,Asociacion Nacional Del Café,1550.0,81.92,Good Specialty
821,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,Green,4,Africa Fine Coffee Association,1877.0,81.92,Good Specialty
825,Arabica,Taiwan,2012,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,1000.0,81.92,Good Specialty
826,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,0.12,0,Green,6,AMECAFE,1300.0,81.92,Good Specialty
827,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,0.13,2,None,7,AMECAFE,981.0,81.92,Good Specialty
828,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,0.14,2,None,8,AMECAFE,690.0,81.92,Good Specialty
829,Arabica,Mexico,2012,Other,Washed/Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,4,AMECAFE,1650.0,81.92,Good Specialty
830,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,0.12,0,Green,0,AMECAFE,1000.0,81.92,Good Specialty
831,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,0.12,0,Green,3,NUCOFFEE,1100.0,81.92,Good Specialty
833,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.1,1,Green,1,Asociacion Nacional Del Café,157.8864,81.83,Good Specialty
834,Arabica,Costa Rica,2016,Catuai,Pulped natural/honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,0.0,1,Green,4,Specialty Coffee Association,1900.0,81.83,Good Specialty
835,Arabica,Brazil,2016,Mundo Novo,Natural/Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.11,0,Green,3,Brazil Specialty Coffee Association,973.0,81.83,Good Specialty
836,Arabica,Indonesia,2015,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,0.11,0,Green,0,Specialty Coffee Association,1250.0,81.83,Good Specialty
837,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,0.1,2,Green,6,Asociacion Nacional Del Café,3280.0,81.83,Good Specialty
838,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,0.0,0,Green,1,Brazil Specialty Coffee Association,1.0,81.83,Good Specialty
839,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,0.0,0,Green,0,Brazil Specialty Coffee Association,1.0,81.83,Good Specialty
840,Arabica,Myanmar,2015,Catuai,Washed/Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.0,0,Green,2,Coffee Quality Institute,4001.0,81.83,Good Specialty
841,Arabica,Mexico,2015,Catuai,Washed/Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,0.11,0,Green,7,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1425.0,81.83,Good Specialty
842,Arabica,Honduras,2015,Catuai,Washed/Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.12,0,Green,1,Instituto Hondureño del Café,1400.0,81.83,Good Specialty
843,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,0.09,0,Green,0,Specialty Coffee Association of Costa Rica,1300.0,81.83,Good Specialty
844,Arabica,Taiwan,2014,Typica,Washed/Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,0.0,0,Green,0,Specialty Coffee Association,700.0,81.83,Good Specialty
845,Arabica,Indonesia,2014,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.11,2,None,6,Blossom Valley International,1300.0,81.83,Good Specialty
846,Arabica,Malawi,2014,Gesha,Washed/Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,0,Africa Fine Coffee Association,1556.0,81.83,Good Specialty
847,Arabica,Brazil,2015,Bourbon,Natural/Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,0,Specialty Coffee Association,1100.0,81.83,Good Specialty
848,Arabica,Honduras,2014,Caturra,Natural/Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,0.1,0,Green,4,Instituto Hondureño del Café,1350.0,81.83,Good Specialty
849,Arabica,Mexico,2014,Typica,Washed/Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,0,Specialty Coffee Association,1550.0,81.83,Good Specialty
850,Arabica,Colombia,2013,Caturra,Washed/Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,0.0,2,Bluish-Green,0,Almacafé,1775.0,81.83,Good Specialty
852,Arabica,Brazil,2012,Bourbon,Semi-washed/Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,0,Bluish-Green,0,Specialty Coffee Association,1250.0,81.83,Good Specialty
853,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,0.11,0,Green,1,Asociacion Nacional Del Café,1310.64,81.83,Good Specialty
854,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,2,AMECAFE,1500.0,81.83,Good Specialty
855,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,Green,10,AMECAFE,1250.0,81.83,Good Specialty
859,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,1,Asociacion Nacional Del Café,1700.0,81.75,Good Specialty
860,Arabica,Vietnam,2014,Caturra,Washed/Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,0.12,0,Bluish-Green,0,Specialty Coffee Association,1040.0,81.75,Good Specialty
861,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.12,0,Bluish-Green,4,Africa Fine Coffee Association,1600.0,81.75,Good Specialty
863,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,0.13,2,None,9,AMECAFE,774.0,81.75,Good Specialty
864,Arabica,Mexico,2012,Mundo Novo,Washed/Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,0.13,0,Green,23,AMECAFE,1250.0,81.75,Good Specialty
865,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,0.11,0,Green,1,AMECAFE,1100.0,81.75,Good Specialty
866,Arabica,Mexico,2012,Caturra,Washed/Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,0.12,10,Green,14,AMECAFE,1550.0,81.75,Good Specialty
868,Arabica,Colombia,2011,Caturra,Washed/Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,0.0,0,Green,1,Almacafé,1750.0,81.75,Good Specialty
870,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,5,Brazil Specialty Coffee Association,890.0,81.67,Good Specialty
871,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,0.1,0,Green,1,Asociacion Nacional Del Café,1700.0,81.67,Good Specialty
872,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,3,Asociacion Nacional Del Café,1219.2,81.67,Good Specialty
873,Arabica,Honduras,2016,Catuai,Washed/Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.11,0,Blue-Green,2,Instituto Hondureño del Café,1450.0,81.67,Good Specialty
877,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,0.0,0,Green,0,Brazil Specialty Coffee Association,1.0,81.67,Good Specialty
878,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,0,Africa Fine Coffee Association,1500.0,81.67,Good Specialty
879,Arabica,"Tanzania, United Republic Of",2013,Other,Washed/Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,7,Africa Fine Coffee Association,1700.0,81.67,Good Specialty
880,Arabica,Brazil,2015,Bourbon,Washed/Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.1,0,Green,2,Specialty Coffee Association,1260.0,81.67,Good Specialty
882,Arabica,Honduras,2014,Caturra,Natural/Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,0.1,0,Green,5,Instituto Hondureño del Café,1400.0,81.67,Good Specialty
883,Arabica,Costa Rica,2013,Caturra,Washed/Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,0.11,0,Green,3,Specialty Coffee Association of Costa Rica,1850.0,81.67,Good Specialty
885,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,150.0,81.67,Good Specialty
886,Arabica,Taiwan,2014,Typica,Washed/Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,750.0,81.67,Good Specialty
887,Arabica,Mexico,2013,Typica,Washed/Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,6,AMECAFE,1400.0,81.67,Good Specialty
888,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,0.11,0,Green,4,Asociacion Nacional Del Café,1752.6,81.67,Good Specialty
889,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,0.13,1,Green,13,AMECAFE,1650.0,81.67,Good Specialty
890,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,0.11,0,Green,4,AMECAFE,1400.0,81.67,Good Specialty
891,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,0.11,0,Green,2,AMECAFE,1200.0,81.67,Good Specialty
892,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,0.11,0,Green,2,AMECAFE,1400.0,81.67,Good Specialty
893,Arabica,Mexico,2012,Caturra,Semi-washed/Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,0.11,0,Green,4,AMECAFE,940.0,81.67,Good Specialty
895,Arabica,Honduras,2018,Catimor,Washed/Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,Blue-Green,3,Instituto Hondureño del Café,1200.0,81.58,Good Specialty
896,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,0,Asociacion Nacional Del Café,190164.0,81.58,Good Specialty
897,Arabica,Taiwan,2016,Typica,Washed/Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,0.1,0,Blue-Green,0,Specialty Coffee Association,800.0,81.58,Good Specialty
898,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,0.12,0,Green,1,Specialty Coffee Association of Costa Rica,13.0,81.58,Good Specialty
899,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,5,Africa Fine Coffee Association,1800.0,81.58,Good Specialty
900,Arabica,Malawi,2014,Gesha,Washed/Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.13,0,Green,0,Africa Fine Coffee Association,1100.0,81.58,Good Specialty
902,Arabica,Brazil,2014,Yellow Bourbon,Washed/Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,0.12,0,Blue-Green,3,NUCOFFEE,1260.0,81.58,Good Specialty
903,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,0.12,0,Green,1,Asociacion Nacional Del Café,1310.64,81.58,Good Specialty
904,Arabica,Mexico,2013,Typica,Washed/Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,9,AMECAFE,1400.0,81.58,Good Specialty
910,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,0.1,0,Green,0,Asociacion Nacional Del Café,1219.2,81.5,Good Specialty
911,Arabica,Nicaragua,2017,Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,3,Instituto Hondureño del Café,1100.0,81.5,Good Specialty
912,Arabica,Honduras,2017,Caturra,Washed/Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,0.1,0,Green,5,Instituto Hondureño del Café,1400.0,81.5,Good Specialty
914,Arabica,Taiwan,2015,Typica,Natural/Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,0.12,0,Green,2,Blossom Valley International,180.0,81.5,Good Specialty
915,Arabica,Myanmar,2015,Catuai,Washed/Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,0,Green,4,Coffee Quality Institute,1219.2,81.5,Good Specialty
916,Arabica,Costa Rica,2014,Caturra,Washed/Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,0.12,1,Green,2,Specialty Coffee Association of Costa Rica,1200.0,81.5,Good Specialty
917,Arabica,Malawi,2014,Gesha,Washed/Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,0.12,0,Green,0,Africa Fine Coffee Association,1599.0,81.5,Good Specialty
918,Arabica,Guatemala,2014,Other,Washed/Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,0.12,0,Green,0,Asociacion Nacional Del Café,1219.2,81.5,Good Specialty
919,Arabica,Taiwan,2014,Typica,Washed/Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,0.11,0,Blue-Green,0,Specialty Coffee Association,900.0,81.5,Good Specialty
920,Arabica,Brazil,2014,Yellow Bourbon,Semi-washed/Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0.0,1,Green,1,Specialty Coffee Association,1200.0,81.5,Good Specialty
921,Arabica,Haiti,2013,Blue Mountain,Washed/Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,Bluish-Green,0,Specialty Coffee Association,825.0,81.5,Good Specialty
922,Arabica,Taiwan,2014,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,0.11,0,Green,0,Blossom Valley International,600.0,81.5,Good Specialty
923,Arabica,Mexico,2013,Typica,Washed/Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,0.13,0,Green,2,AMECAFE,1150.0,81.5,Good Specialty
924,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,0.12,0,Green,5,AMECAFE,1600.0,81.5,Good Specialty
925,Arabica,Mexico,2012,Catuai,Washed/Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,0.12,0,Green,10,AMECAFE,1100.0,81.5,Good Specialty
926,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,0.11,0,Green,6,AMECAFE,1000.0,81.5,Good Specialty
927,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,0.13,0,Green,5,AMECAFE,1250.0,81.5,Good Specialty
928,Arabica,Mexico,2012,Typica,Natural/Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,0.11,0,Green,3,AMECAFE,1100.0,81.5,Good Specialty
929,Arabica,Indonesia,2012,Other,Washed/Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,0.12,0,Green,0,Specialty Coffee Association of Indonesia,1400.0,81.5,Good Specialty
930,Arabica,Brazil,2012,Bourbon,Semi-washed/Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,0.12,0,Blue-Green,2,NUCOFFEE,125.0,81.5,Good Specialty
